Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,State/Province,County,City,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Sex,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified,texto_fuente_estricto,label_cervecero_estricto,label_final,label_justificacion
1580.128,Lactobacillus brevis strain 3M004,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,3M004,,,,,,,,,,,,,,,,,,,,Good,2017-06-08T00:00:00Z,,,PRJNA386434,SAMN06947160,GCA_002179515.1,,NFZZ00000000,Shenzhen Institutes of Advanced Technology,WGS,Illumina HiSeq,221.0x,SOAPdenovo v. 2.04,,,29,2459326,45.8,4.0,299821.0,60.0,5.0,,2436,99.6,99.1,,100.0,,feed to animal,,2016-08-13,2016.0,,China,,,,Asia,China: Shenzhen,,,,,,,,,,,sample_type:whole organism,A probiotic bacterium of Lactobacillus brevis with potential quorum sensing regulation.,2017-07-22T13:06:07.512Z,2017-07-22T13:06:07.512Z,feed to animal | ,False,False,
1580.1286,Levilactobacillus brevis LBH1068,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,LBH1068,,,,,,,,,,,,,,,,,,,,Good,2025-02-10T00:00:00Z,,,PRJNA1161148,SAMN43771776,,,JBLIZG000000000,,,Illumina NovaSeq,42x,SPAdes v. 3.7,,,29,2645277,45.578552,2.0,691227.0,65.0,7.0,,2649,99.5,99.0,,100.0,,Pulque,,2013-05,2013.0,,Mexico,,,,North America,Mexico: Tlaxcala,,,,,,,,,,,sample_type:bacteria,,2025-04-19T04:54:58.896Z,2025-04-19T04:54:58.896Z,pulque | ,False,False,
1580.1287,Levilactobacillus brevis DY55bre,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,Complete,DY55bre,,,,,,,,,,,,,,,,,restricted access,,,Good,2025-03-05T00:00:00Z,,,PRJNA1028419,SAMN37828895,,,"CP136801,CP136802",,,Illumina NovaSeq,200.0x,Unicycler v. v0.4.8,,1.0,2,2708612,45.319595,1.0,2485670.0,80.0,6.0,,2816,99.6,99.0,,100.0,,Lactic acid fermented beverage(shalgam),,2021-07-15,2021.0,,Turkey,,,,Asia,Turkey: Adana,,,,,,,,,,,sample_type:cell culture;biomaterial_provider:Ahmet E. YETIMAN;collected_by:Ahmet E. YETIMAN;identified_by:Ahmet E. YETIMAN,,2025-04-25T09:02:02.898Z,2025-04-25T09:02:02.898Z,lactic acid fermented beverage(shalgam) | ,False,False,
1580.129,Lactobacillus brevis strain G430,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,G430,,,,,,,,,,,,,,,,,,,,Good,2016-12-31T00:00:00Z,,,PRJEB17528,SAMEA4527926,GCA_900116945.1,,FPCM00000000,Microbiology and Fermentation,WGS,,,,,,250,2591306,45.6,31.0,26002.0,62.0,7.0,,2783,99.6,99.1,,100.0,,Beer,,2011,2011.0,,,,,,,,env_biome:Beer,,,,,,,,,,,"Hop tolerance is a prerequisite for beer spoilage bacteria. Lactobacillus brevis is the major spoiler in beer, affecting beer quality and causing economic losses in breweries. Although several hop resistant genes have been identified, controversies still exist about the number of, and role of, genes associated with growth in beer. In this study, 21 L.brevis were screened for hop tolerance and three hop tolerant as well as two hop-acid sensitive strains were selected for further investigation. Furthermore, one tolerant strain was plasmid-cured rendering it sensitive as determined by growth experiments. Whole genome sequencing of the five strains and the plasmid-cured strain was performed and followed by in-depth comparative genomics analysis between the tested strains as well as between the tested strains and previously published L.brevis genomes. The physiological differences between the tolerant wildtype and the sensitive variant allowed for the identification of chromosome- and plasmid-borne features, which contribute to hop tolerance. In addition, several new genes associated with growth in hop containing media were detected by the genomic comparison of tolerant versus sensitive strains. These genes could serve as additional marker genes to detect very potent spoilage bacteria in breweries. Our findings underline the notion that the ability to grow in beer, which is a hostile environment (low pH, hop-acid, ethanol), is a multi-factorial property, and therefore requires a combination of several marker genes and techniques like multiplex-PCR to predict the spoilage potential of L.brevis in breweries.",2017-07-27T18:33:03.520Z,2017-07-27T18:33:03.520Z,beer | env_biome:beer,True,True,positivo: cerveza/cerveceria
1580.130,Lactobacillus brevis strain A,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,A,,,,,,,,,,,,,,,,,,,,Good,2016-12-31T00:00:00Z,,,PRJEB17528,SAMEA4527921,GCA_900116975.1,,FPCL00000000,Microbiology and Fermentation,WGS,,,,,,173,2692906,45.43,27.0,32574.0,64.0,7.0,,2895,99.6,99.1,,100.0,,Beer,,2011,2011.0,,,,,,,,env_biome:Beer,,,,,,,,,,,"Hop tolerance is a prerequisite for beer spoilage bacteria. Lactobacillus brevis is the major spoiler in beer, affecting beer quality and causing economic losses in breweries. Although several hop resistant genes have been identified, controversies still exist about the number of, and role of, genes associated with growth in beer. In this study, 21 L.brevis were screened for hop tolerance and three hop tolerant as well as two hop-acid sensitive strains were selected for further investigation. Furthermore, one tolerant strain was plasmid-cured rendering it sensitive as determined by growth experiments. Whole genome sequencing of the five strains and the plasmid-cured strain was performed and followed by in-depth comparative genomics analysis between the tested strains as well as between the tested strains and previously published L.brevis genomes. The physiological differences between the tolerant wildtype and the sensitive variant allowed for the identification of chromosome- and plasmid-borne features, which contribute to hop tolerance. In addition, several new genes associated with growth in hop containing media were detected by the genomic comparison of tolerant versus sensitive strains. These genes could serve as additional marker genes to detect very potent spoilage bacteria in breweries. Our findings underline the notion that the ability to grow in beer, which is a hostile environment (low pH, hop-acid, ethanol), is a multi-factorial property, and therefore requires a combination of several marker genes and techniques like multiplex-PCR to predict the spoilage potential of L.brevis in breweries.",2017-07-27T18:31:23.175Z,2017-07-27T18:31:23.175Z,beer | env_biome:beer,True,True,positivo: cerveza/cerveceria
1580.131,Lactobacillus brevis strain HF01,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,HF01,,,,,,,,,,,,,,,,,,,,Good,2016-12-31T00:00:00Z,,,PRJEB17528,SAMEA4527922,GCA_900116995.1,,FPCO00000000,Microbiology and Fermentation,WGS,,,,,,192,2716655,45.44,27.0,31344.0,64.0,7.0,,2906,99.6,99.2,,100.0,,Beer,,2011,2011.0,,,,,,,,env_biome:Beer,,,,,,,,,,,"Hop tolerance is a prerequisite for beer spoilage bacteria. Lactobacillus brevis is the major spoiler in beer, affecting beer quality and causing economic losses in breweries. Although several hop resistant genes have been identified, controversies still exist about the number of, and role of, genes associated with growth in beer. In this study, 21 L.brevis were screened for hop tolerance and three hop tolerant as well as two hop-acid sensitive strains were selected for further investigation. Furthermore, one tolerant strain was plasmid-cured rendering it sensitive as determined by growth experiments. Whole genome sequencing of the five strains and the plasmid-cured strain was performed and followed by in-depth comparative genomics analysis between the tested strains as well as between the tested strains and previously published L.brevis genomes. The physiological differences between the tolerant wildtype and the sensitive variant allowed for the identification of chromosome- and plasmid-borne features, which contribute to hop tolerance. In addition, several new genes associated with growth in hop containing media were detected by the genomic comparison of tolerant versus sensitive strains. These genes could serve as additional marker genes to detect very potent spoilage bacteria in breweries. Our findings underline the notion that the ability to grow in beer, which is a hostile environment (low pH, hop-acid, ethanol), is a multi-factorial property, and therefore requires a combination of several marker genes and techniques like multiplex-PCR to predict the spoilage potential of L.brevis in breweries.",2017-07-27T18:32:55.496Z,2017-07-27T18:32:55.496Z,beer | env_biome:beer,True,True,positivo: cerveza/cerveceria
1580.132,Lactobacillus brevis strain JK09--,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,JK09--,,,,,,,,,,,,,,,,,,,,Good,2016-12-31T00:00:00Z,,,PRJEB17528,SAMEA4527924,GCA_900117015.1,,FPCN00000000,Microbiology and Fermentation,WGS,,,,,,144,2449214,45.92,23.0,32617.0,60.0,6.0,,2518,99.6,99.2,,100.0,,Beer,,2011,2011.0,,,,,,,,env_biome:Beer,,,,,,,,,,,"Hop tolerance is a prerequisite for beer spoilage bacteria. Lactobacillus brevis is the major spoiler in beer, affecting beer quality and causing economic losses in breweries. Although several hop resistant genes have been identified, controversies still exist about the number of, and role of, genes associated with growth in beer. In this study, 21 L.brevis were screened for hop tolerance and three hop tolerant as well as two hop-acid sensitive strains were selected for further investigation. Furthermore, one tolerant strain was plasmid-cured rendering it sensitive as determined by growth experiments. Whole genome sequencing of the five strains and the plasmid-cured strain was performed and followed by in-depth comparative genomics analysis between the tested strains as well as between the tested strains and previously published L.brevis genomes. The physiological differences between the tolerant wildtype and the sensitive variant allowed for the identification of chromosome- and plasmid-borne features, which contribute to hop tolerance. In addition, several new genes associated with growth in hop containing media were detected by the genomic comparison of tolerant versus sensitive strains. These genes could serve as additional marker genes to detect very potent spoilage bacteria in breweries. Our findings underline the notion that the ability to grow in beer, which is a hostile environment (low pH, hop-acid, ethanol), is a multi-factorial property, and therefore requires a combination of several marker genes and techniques like multiplex-PCR to predict the spoilage potential of L.brevis in breweries.",2017-07-27T18:32:48.798Z,2017-07-27T18:32:48.798Z,beer | env_biome:beer,True,True,positivo: cerveza/cerveceria
1580.133,Lactobacillus brevis strain JK09,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,JK09,,,,,,,,,,,,,,,,,,,,Good,2016-12-31T00:00:00Z,,,PRJEB17528,SAMEA4527923,GCA_900117025.1,,FPCQ00000000,Microbiology and Fermentation,WGS,,,,,,181,2671379,45.55,28.0,30821.0,64.0,7.0,,2856,99.6,99.1,,100.0,,Beer,,2011,2011.0,,,,,,,,env_biome:Beer,,,,,,,,,,,"Hop tolerance is a prerequisite for beer spoilage bacteria. Lactobacillus brevis is the major spoiler in beer, affecting beer quality and causing economic losses in breweries. Although several hop resistant genes have been identified, controversies still exist about the number of, and role of, genes associated with growth in beer. In this study, 21 L.brevis were screened for hop tolerance and three hop tolerant as well as two hop-acid sensitive strains were selected for further investigation. Furthermore, one tolerant strain was plasmid-cured rendering it sensitive as determined by growth experiments. Whole genome sequencing of the five strains and the plasmid-cured strain was performed and followed by in-depth comparative genomics analysis between the tested strains as well as between the tested strains and previously published L.brevis genomes. The physiological differences between the tolerant wildtype and the sensitive variant allowed for the identification of chromosome- and plasmid-borne features, which contribute to hop tolerance. In addition, several new genes associated with growth in hop containing media were detected by the genomic comparison of tolerant versus sensitive strains. These genes could serve as additional marker genes to detect very potent spoilage bacteria in breweries. Our findings underline the notion that the ability to grow in beer, which is a hostile environment (low pH, hop-acid, ethanol), is a multi-factorial property, and therefore requires a combination of several marker genes and techniques like multiplex-PCR to predict the spoilage potential of L.brevis in breweries.",2017-07-27T18:31:39.745Z,2017-07-27T18:31:39.745Z,beer | env_biome:beer,True,True,positivo: cerveza/cerveceria
1580.134,Lactobacillus brevis strain Q,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,Q,,,,,,,,,,,,,,,,,,,,Good,2016-12-31T00:00:00Z,,,PRJEB17528,SAMEA4527925,GCA_900117045.1,,FPCR00000000,Microbiology and Fermentation,WGS,,,,,,198,2751982,45.42,29.0,30805.0,64.0,7.0,,2957,99.6,99.0,,100.0,,Beer,,2011,2011.0,,,,,,,,env_biome:Beer,,,,,,,,,,,"Hop tolerance is a prerequisite for beer spoilage bacteria. Lactobacillus brevis is the major spoiler in beer, affecting beer quality and causing economic losses in breweries. Although several hop resistant genes have been identified, controversies still exist about the number of, and role of, genes associated with growth in beer. In this study, 21 L.brevis were screened for hop tolerance and three hop tolerant as well as two hop-acid sensitive strains were selected for further investigation. Furthermore, one tolerant strain was plasmid-cured rendering it sensitive as determined by growth experiments. Whole genome sequencing of the five strains and the plasmid-cured strain was performed and followed by in-depth comparative genomics analysis between the tested strains as well as between the tested strains and previously published L.brevis genomes. The physiological differences between the tolerant wildtype and the sensitive variant allowed for the identification of chromosome- and plasmid-borne features, which contribute to hop tolerance. In addition, several new genes associated with growth in hop containing media were detected by the genomic comparison of tolerant versus sensitive strains. These genes could serve as additional marker genes to detect very potent spoilage bacteria in breweries. Our findings underline the notion that the ability to grow in beer, which is a hostile environment (low pH, hop-acid, ethanol), is a multi-factorial property, and therefore requires a combination of several marker genes and techniques like multiplex-PCR to predict the spoilage potential of L.brevis in breweries.",2017-07-27T18:32:09.496Z,2017-07-27T18:32:09.496Z,beer | env_biome:beer,True,True,positivo: cerveza/cerveceria
1580.148,Lactobacillus brevis strain D7,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,D7,,,,,,,,,,,,,,,,,,,,Good,2017-09-20T00:00:00Z,,,PRJNA407015,SAMN07637920,GCA_002318935.1,,NVYO00000000,World Institute of Kimchi,WGS,PacBio,408.46x,PacBio SMRT Analysis v. 2.3.0,,,6,2802160,45.46,1.0,2650097.0,69.0,5.0,,2875,99.6,99.4,,100.0,,kimchi,,,,,South Korea,,,,Asia,South Korea,,,,,,,,,,,,"The genomic data of Lactobacillus brevis D7 was obtained using the PacBio platform. The draft genome of Lactobacillus brevis D7 contains 2,802,160 bp. Detailed genomic analyses will give further information and insight into the metabolism of bacterial species.",2017-09-29T01:51:59.992Z,2017-09-29T01:51:59.992Z,kimchi | ,False,False,
1580.168,Lactobacillus brevis strain SF15B,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,SF15B,,,,,,,,,,,,,,,,,,,,Good,2017-10-12T00:00:00Z,,,PRJNA388578,SAMN07179268,GCA_002532155.1,,NIGI00000000,IGA Technology Services Srl,WGS,Illumina HiSeq,216x,CLC NGS Cell v. 7,,,119,2463153,45.91,23.0,35978.0,36.0,2.0,,2539,99.6,98.7,6.1,100.0,,Brassica oleracea var. capitata cultivar Varazdinski,"isolated from artisanal fermented food products in Laboratory of Antibiotic, Enzyme, Probiotic and Starter Culture Technologies, Faculty of Food Technology and Biotechnology University of Zagreb, only few of Lactobacillus strains are found to possess S-layer proteins on the cell surface, among which Lactobacillus helveticus M92, Lactobacillus brevis ZG1, Lactobacillus brevis SF9B and Lactobacillus brevis SF15B",2005-04-08,2005.0,,Croatia,,,,Europe,Croatia: Varazdin,,,,,,,,,,,sample_type:bacterial culture,"The research in the frame of Croatian Science Foundation project entitled „Probiotics and starter cultures – surface proteins and bacteriocins“ is aimed to deliver new generation of probiotics and functional starter cultures, thoughtfully characterised and with specific features such as production of functional surface (S)-layer proteins and bacteriocins with broad spectrum of activity towards potential food contaminants and pathogens. Among more than 200 different LAB strains isolated from artisanal fermented food products in Laboratory of Antibiotic, Enzyme, Probiotic and Starter Culture Technologies, Faculty of Food Technology and Biotechnology University of Zagreb, only few of Lactobacillus strains are found to possess S-layer proteins on the cell surface, among which Lactobacillus helveticus M92, Lactobacillus brevis ZG1, Lactobacillus brevis SF9B and Lactobacillus brevis SF15B. Importance of S-layer proteins lies in increasing scientific evidences that some probiotic properties of lactic acid bacteria (LAB), such as enhanced survival in rigorous conditions in gastrointestinal tract and during the process of freeze-drying, adhesion to intestinal epithelial cells or inhibition of pathogens, are related to the occurrence of those proteins. Hence, it is believed that the production of S-layer proteins might be a selective criterion indicating probiotic effect of Lactobacillus species that express those specific surface proteins. Another feature specific to certain strains of LAB, which gives them a selective advantage when applied as probiotic or starter cultures, is the production of bacteriocins. Among all the isolated autochthonous LAB, three Lactobaillus plantarum strains, M92C, SF15C and D13, showed advanced bacteriocinogenic potential. Besides their application as probiotics, these strains could be considered as starter cultures with potential to improve the functionality and quality of various fermented products, while in the same time preserving their traditional sensory characteristics.",2017-11-23T08:18:57.572Z,2017-11-23T08:18:57.572Z,brassica oleracea var. capitata cultivar varazdinski | ,False,False,
1580.169,Lactobacillus brevis strain SF9B,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,SF9B,,,,,,,,,,,,,,,,,,,,Good,2017-10-12T00:00:00Z,,,PRJNA388578,SAMN07179267,GCA_002532245.1,,NIGJ00000000,IGA Technology Services Srl,WGS,Illumina HiSeq,306x,CLC NGS Cell v. 7,,,74,2467947,45.91,12.0,67337.0,64.0,5.0,,2526,99.6,99.2,,100.0,,Brassica oleracea var. capitata cultivar Varazdinski,"isolated from artisanal fermented food products in Laboratory of Antibiotic, Enzyme, Probiotic and Starter Culture Technologies, Faculty of Food Technology and Biotechnology University of Zagreb, only few of Lactobacillus strains are found to possess S-layer proteins on the cell surface, among which Lactobacillus helveticus M92, Lactobacillus brevis ZG1, Lactobacillus brevis SF9B and Lactobacillus brevis SF15B",2005-04-07,2005.0,,Croatia,,,,Europe,Croatia: Varazdin,,,,,,,,,,,sample_type:bacterial culture,"The research in the frame of Croatian Science Foundation project entitled „Probiotics and starter cultures – surface proteins and bacteriocins“ is aimed to deliver new generation of probiotics and functional starter cultures, thoughtfully characterised and with specific features such as production of functional surface (S)-layer proteins and bacteriocins with broad spectrum of activity towards potential food contaminants and pathogens. Among more than 200 different LAB strains isolated from artisanal fermented food products in Laboratory of Antibiotic, Enzyme, Probiotic and Starter Culture Technologies, Faculty of Food Technology and Biotechnology University of Zagreb, only few of Lactobacillus strains are found to possess S-layer proteins on the cell surface, among which Lactobacillus helveticus M92, Lactobacillus brevis ZG1, Lactobacillus brevis SF9B and Lactobacillus brevis SF15B. Importance of S-layer proteins lies in increasing scientific evidences that some probiotic properties of lactic acid bacteria (LAB), such as enhanced survival in rigorous conditions in gastrointestinal tract and during the process of freeze-drying, adhesion to intestinal epithelial cells or inhibition of pathogens, are related to the occurrence of those proteins. Hence, it is believed that the production of S-layer proteins might be a selective criterion indicating probiotic effect of Lactobacillus species that express those specific surface proteins. Another feature specific to certain strains of LAB, which gives them a selective advantage when applied as probiotic or starter cultures, is the production of bacteriocins. Among all the isolated autochthonous LAB, three Lactobaillus plantarum strains, M92C, SF15C and D13, showed advanced bacteriocinogenic potential. Besides their application as probiotics, these strains could be considered as starter cultures with potential to improve the functionality and quality of various fermented products, while in the same time preserving their traditional sensory characteristics.",2017-11-23T08:22:29.620Z,2017-11-23T08:22:29.620Z,brassica oleracea var. capitata cultivar varazdinski | ,False,False,
